entry_id,field4,field5,field1,field2,field3,loc,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14
959,23.00,30.00,4.00,17.00,959.00,'$GNGGA,025642.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
960,22.00,34.00,5.00,18.00,960.00,'$GNGGA,025653.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
961,21.00,33.00,6.00,11.00,961.00,'$GNGGA,025704.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
962,20.00,33.00,3.00,11.00,962.00,'$GNGGA,025715.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
963,24.00,30.00,8.00,13.00,963.00,'$GNGGA,025726.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
964,21.00,31.00,9.00,19.00,964.00,'$GNGGA,025737.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
965,23.00,34.00,8.00,16.00,965.00,'$GNGGA,025748.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
966,23.00,30.00,9.00,13.00,966.00,'$GNGGA,025759.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
967,23.00,33.00,9.00,19.00,967.00,'$GNGGA,025810.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
968,24.00,33.00,3.00,18.00,968.00,'$GNGGA,025821.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
969,24.00,33.00,6.00,18.00,969.00,'$GNGGA,025832.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
970,22.00,31.00,8.00,15.00,970.00,'$GNGGA,025843.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
971,24.00,32.00,6.00,16.00,971.00,'$GNGGA,025854.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
972,24.00,30.00,6.00,11.00,972.00,'$GNGGA,025905.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
973,22.00,34.00,2.00,11.00,973.00,'$GNGGA,025916.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
974,22.00,30.00,2.00,17.00,974.00,'$GNGGA,025927.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
975,23.00,34.00,2.00,12.00,975.00,'$GNGGA,025938.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
976,24.00,31.00,7.00,11.00,976.00,'$GNGGA,025949.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
977,22.00,33.00,7.00,10.00,977.00,'$GNGGA,030000.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
978,20.00,33.00,7.00,10.00,978.00,'$GNGGA,030011.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
979,23.00,33.00,6.00,12.00,979.00,'$GNGGA,030022.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
980,24.00,34.00,5.00,15.00,980.00,'$GNGGA,030033.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
981,22.00,31.00,5.00,14.00,981.00,'$GNGGA,030044.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
982,21.00,33.00,4.00,10.00,982.00,'$GNGGA,030055.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
983,20.00,34.00,7.00,10.00,983.00,'$GNGGA,030106.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
984,20.00,34.00,4.00,15.00,984.00,'$GNGGA,030117.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
985,24.00,34.00,4.00,14.00,985.00,'$GNGGA,030128.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
986,21.00,31.00,4.00,11.00,986.00,'$GNGGA,030139.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
987,20.00,32.00,8.00,15.00,987.00,'$GNGGA,030150.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
988,20.00,33.00,3.00,13.00,988.00,'$GNGGA,030201.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
989,24.00,30.00,9.00,11.00,989.00,'$GNGGA,030212.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
990,21.00,34.00,4.00,11.00,990.00,'$GNGGA,030223.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
991,23.00,30.00,9.00,10.00,991.00,'$GNGGA,030234.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
992,24.00,32.00,5.00,15.00,992.00,'$GNGGA,030245.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
993,22.00,33.00,7.00,19.00,993.00,'$GNGGA,030256.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
994,23.00,33.00,4.00,16.00,994.00,'$GNGGA,030307.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
995,22.00,31.00,4.00,15.00,995.00,'$GNGGA,030318.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
996,20.00,31.00,7.00,18.00,996.00,'$GNGGA,030329.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
997,24.00,33.00,2.00,17.00,997.00,'$GNGGA,030340.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
998,23.00,32.00,2.00,17.00,998.00,'$GNGGA,030351.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
999,20.00,31.00,8.00,18.00,999.00,'$GNGGA,030402.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1000,22.00,30.00,3.00,15.00,1000.00,'$GNGGA,030413.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1001,23.00,31.00,5.00,11.00,1001.00,'$GNGGA,030424.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1002,21.00,32.00,9.00,11.00,1002.00,'$GNGGA,030435.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1003,24.00,34.00,9.00,13.00,1003.00,'$GNGGA,030446.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1004,21.00,30.00,3.00,18.00,1004.00,'$GNGGA,030457.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1005,24.00,31.00,7.00,18.00,1005.00,'$GNGGA,030508.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
1006,22.00,30.00,8.00,15.00,1006.00,'$GNGGA,030519.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
1007,22.00,31.00,5.00,12.00,1007.00,'$GNGGA,030530.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1008,23.00,33.00,3.00,11.00,1008.00,'$GNGGA,030541.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1009,20.00,34.00,9.00,12.00,1009.00,'$GNGGA,030552.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1010,23.00,30.00,9.00,16.00,1010.00,'$GNGGA,030603.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1011,24.00,33.00,8.00,17.00,1011.00,'$GNGGA,030614.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1012,22.00,33.00,8.00,19.00,1012.00,'$GNGGA,030625.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1013,24.00,34.00,5.00,16.00,1013.00,'$GNGGA,030636.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1014,24.00,34.00,6.00,10.00,1014.00,'$GNGGA,030647.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1015,24.00,34.00,9.00,15.00,1015.00,'$GNGGA,030658.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
1016,24.00,31.00,6.00,18.00,1016.00,'$GNGGA,030709.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
1017,24.00,34.00,2.00,16.00,1017.00,'$GNGGA,030720.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1018,23.00,31.00,3.00,11.00,1018.00,'$GNGGA,030731.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1019,24.00,34.00,5.00,11.00,1019.00,'$GNGGA,030742.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1020,23.00,33.00,6.00,16.00,1020.00,'$GNGGA,030753.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1021,24.00,30.00,9.00,12.00,1021.00,'$GNGGA,030804.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
1022,20.00,32.00,8.00,18.00,1022.00,'$GNGGA,030815.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
1023,20.00,30.00,8.00,12.00,1023.00,'$GNGGA,030826.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
1024,21.00,33.00,4.00,13.00,1024.00,'$GNGGA,030837.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
1025,22.00,34.00,2.00,15.00,1025.00,'$GNGGA,030848.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1026,24.00,32.00,3.00,11.00,1026.00,'$GNGGA,030859.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1027,20.00,30.00,3.00,19.00,1027.00,'$GNGGA,030910.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
1028,20.00,33.00,3.00,14.00,1028.00,'$GNGGA,030921.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
1029,23.00,32.00,9.00,12.00,1029.00,'$GNGGA,030932.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
1030,20.00,32.00,9.00,12.00,1030.00,'$GNGGA,030943.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
1031,20.00,34.00,3.00,10.00,1031.00,'$GNGGA,030954.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
1032,23.00,30.00,5.00,15.00,1032.00,'$GNGGA,031005.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1033,22.00,33.00,2.00,13.00,1033.00,'$GNGGA,031016.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1034,23.00,34.00,7.00,15.00,1034.00,'$GNGGA,031027.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1035,22.00,32.00,3.00,16.00,1035.00,'$GNGGA,031038.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
1036,22.00,30.00,9.00,19.00,1036.00,'$GNGGA,031049.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
1037,24.00,30.00,9.00,14.00,1037.00,'$GNGGA,031100.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1038,24.00,32.00,2.00,12.00,1038.00,'$GNGGA,031111.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1039,21.00,32.00,9.00,17.00,1039.00,'$GNGGA,031122.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1040,21.00,33.00,6.00,17.00,1040.00,'$GNGGA,031133.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1041,24.00,34.00,7.00,15.00,1041.00,'$GNGGA,031144.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1042,20.00,33.00,2.00,10.00,1042.00,'$GNGGA,031155.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1043,21.00,34.00,6.00,12.00,1043.00,'$GNGGA,031206.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1044,24.00,30.00,6.00,11.00,1044.00,'$GNGGA,031217.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1045,20.00,31.00,7.00,15.00,1045.00,'$GNGGA,031228.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
1046,22.00,34.00,9.00,12.00,1046.00,'$GNGGA,031239.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
1047,20.00,33.00,4.00,14.00,1047.00,'$GNGGA,031250.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1048,22.00,33.00,6.00,19.00,1048.00,'$GNGGA,031301.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1049,23.00,30.00,4.00,18.00,1049.00,'$GNGGA,031312.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1050,20.00,32.00,4.00,11.00,1050.00,'$GNGGA,031323.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1051,21.00,33.00,6.00,13.00,1051.00,'$GNGGA,031334.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1052,21.00,33.00,4.00,13.00,1052.00,'$GNGGA,031345.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1053,22.00,33.00,9.00,13.00,1053.00,'$GNGGA,031356.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1054,21.00,30.00,5.00,14.00,1054.00,'$GNGGA,031407.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1055,23.00,30.00,4.00,18.00,1055.00,'$GNGGA,031418.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
1056,20.00,32.00,8.00,18.00,1056.00,'$GNGGA,031429.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
1057,22.00,31.00,5.00,11.00,1057.00,'$GNGGA,031440.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1058,23.00,31.00,8.00,19.00,1058.00,'$GNGGA,031451.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1059,24.00,34.00,3.00,11.00,1059.00,'$GNGGA,031502.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1060,21.00,31.00,2.00,10.00,1060.00,'$GNGGA,031513.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1061,22.00,30.00,7.00,10.00,1061.00,'$GNGGA,031524.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1062,20.00,32.00,5.00,13.00,1062.00,'$GNGGA,031535.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1063,21.00,30.00,2.00,16.00,1063.00,'$GNGGA,031546.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1064,20.00,31.00,5.00,18.00,1064.00,'$GNGGA,031557.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1065,23.00,34.00,8.00,10.00,1065.00,'$GNGGA,031608.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
1066,20.00,34.00,7.00,11.00,1066.00,'$GNGGA,031619.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
1067,22.00,32.00,9.00,15.00,1067.00,'$GNGGA,031630.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1068,20.00,32.00,6.00,10.00,1068.00,'$GNGGA,031641.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1069,20.00,32.00,5.00,16.00,1069.00,'$GNGGA,031652.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1070,23.00,30.00,9.00,14.00,1070.00,'$GNGGA,031703.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1071,22.00,30.00,5.00,19.00,1071.00,'$GNGGA,031714.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1072,23.00,32.00,7.00,13.00,1072.00,'$GNGGA,031725.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1073,23.00,34.00,3.00,16.00,1073.00,'$GNGGA,031736.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1074,20.00,32.00,9.00,11.00,1074.00,'$GNGGA,031747.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1075,24.00,34.00,4.00,14.00,1075.00,'$GNGGA,031758.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
1076,23.00,34.00,3.00,13.00,1076.00,'$GNGGA,031809.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1077,21.00,31.00,8.00,10.00,1077.00,'$GNGGA,031820.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
1078,23.00,31.00,4.00,19.00,1078.00,'$GNGGA,031831.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
1079,21.00,33.00,6.00,18.00,1079.00,'$GNGGA,031842.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
1080,22.00,31.00,8.00,13.00,1080.00,'$GNGGA,031853.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
1081,22.00,32.00,5.00,13.00,1081.00,'$GNGGA,031904.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
1082,24.00,31.00,9.00,12.00,1082.00,'$GNGGA,031915.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
1083,21.00,33.00,8.00,12.00,1083.00,'$GNGGA,031926.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
1084,20.00,32.00,8.00,15.00,1084.00,'$GNGGA,031937.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
1085,22.00,33.00,6.00,11.00,1085.00,'$GNGGA,031948.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1086,21.00,32.00,7.00,14.00,1086.00,'$GNGGA,031959.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1087,23.00,34.00,7.00,18.00,1087.00,'$GNGGA,032010.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1088,22.00,33.00,5.00,14.00,1088.00,'$GNGGA,032021.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1089,23.00,33.00,3.00,13.00,1089.00,'$GNGGA,032032.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1090,23.00,31.00,4.00,13.00,1090.00,'$GNGGA,032043.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1091,21.00,32.00,3.00,17.00,1091.00,'$GNGGA,032054.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1092,24.00,32.00,6.00,16.00,1092.00,'$GNGGA,032105.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1093,22.00,31.00,5.00,15.00,1093.00,'$GNGGA,032116.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1094,23.00,34.00,6.00,11.00,1094.00,'$GNGGA,032127.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1095,21.00,32.00,4.00,14.00,1095.00,'$GNGGA,032138.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
1096,21.00,34.00,5.00,17.00,1096.00,'$GNGGA,032149.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
1097,21.00,31.00,5.00,14.00,1097.00,'$GNGGA,032200.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1098,21.00,32.00,7.00,19.00,1098.00,'$GNGGA,032211.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1099,23.00,30.00,6.00,12.00,1099.00,'$GNGGA,032222.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1100,20.00,31.00,3.00,12.00,1100.00,'$GNGGA,032233.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1101,22.00,32.00,5.00,16.00,1101.00,'$GNGGA,032244.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1102,23.00,31.00,5.00,13.00,1102.00,'$GNGGA,032255.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1103,20.00,31.00,7.00,17.00,1103.00,'$GNGGA,032306.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1104,24.00,33.00,6.00,19.00,1104.00,'$GNGGA,032317.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1105,23.00,34.00,7.00,10.00,1105.00,'$GNGGA,032328.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
1106,24.00,32.00,4.00,15.00,1106.00,'$GNGGA,032339.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
1107,21.00,34.00,6.00,15.00,1107.00,'$GNGGA,032350.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1108,20.00,32.00,7.00,14.00,1108.00,'$GNGGA,032401.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1109,23.00,30.00,3.00,16.00,1109.00,'$GNGGA,032412.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1110,20.00,31.00,3.00,17.00,1110.00,'$GNGGA,032423.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1111,22.00,31.00,4.00,12.00,1111.00,'$GNGGA,032434.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1112,24.00,32.00,4.00,12.00,1112.00,'$GNGGA,032445.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1113,22.00,34.00,5.00,12.00,1113.00,'$GNGGA,032456.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1114,24.00,33.00,8.00,14.00,1114.00,'$GNGGA,032507.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1115,23.00,30.00,3.00,15.00,1115.00,'$GNGGA,032518.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
1116,22.00,31.00,2.00,11.00,1116.00,'$GNGGA,032529.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
1117,22.00,33.00,6.00,12.00,1117.00,'$GNGGA,032540.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1118,24.00,30.00,4.00,11.00,1118.00,'$GNGGA,032551.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1119,24.00,30.00,5.00,11.00,1119.00,'$GNGGA,032602.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1120,21.00,34.00,2.00,13.00,1120.00,'$GNGGA,032613.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1121,20.00,34.00,2.00,19.00,1121.00,'$GNGGA,032624.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1122,21.00,32.00,9.00,19.00,1122.00,'$GNGGA,032635.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1123,24.00,30.00,2.00,15.00,1123.00,'$GNGGA,032646.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1124,22.00,34.00,4.00,14.00,1124.00,'$GNGGA,032657.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1125,23.00,31.00,4.00,18.00,1125.00,'$GNGGA,032708.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
1126,22.00,30.00,4.00,19.00,1126.00,'$GNGGA,032719.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
1127,24.00,32.00,3.00,12.00,1127.00,'$GNGGA,032730.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1128,23.00,31.00,5.00,11.00,1128.00,'$GNGGA,032741.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1129,21.00,30.00,4.00,14.00,1129.00,'$GNGGA,032752.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1130,24.00,32.00,7.00,13.00,1130.00,'$GNGGA,032803.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
1131,20.00,31.00,2.00,14.00,1131.00,'$GNGGA,032814.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
1132,20.00,32.00,8.00,17.00,1132.00,'$GNGGA,032825.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
1133,24.00,30.00,7.00,14.00,1133.00,'$GNGGA,032836.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
1134,22.00,33.00,8.00,19.00,1134.00,'$GNGGA,032847.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
1135,23.00,32.00,3.00,15.00,1135.00,'$GNGGA,032858.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1136,23.00,32.00,6.00,17.00,1136.00,'$GNGGA,032909.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1137,22.00,33.00,3.00,16.00,1137.00,'$GNGGA,032920.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
1138,22.00,31.00,8.00,19.00,1138.00,'$GNGGA,032931.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
1139,24.00,32.00,9.00,19.00,1139.00,'$GNGGA,032942.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
1140,22.00,32.00,6.00,16.00,1140.00,'$GNGGA,032953.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
1141,24.00,30.00,7.00,11.00,1141.00,'$GNGGA,033004.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1142,24.00,34.00,4.00,16.00,1142.00,'$GNGGA,033015.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1143,20.00,33.00,7.00,12.00,1143.00,'$GNGGA,033026.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1144,23.00,30.00,8.00,17.00,1144.00,'$GNGGA,033037.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
